3586," 2726 N Main St High Point, NC",$2.05 ,Murphy Usa #7500,-79.78804457,36.10162324
3587," 2700 S Main St High Point, NC",$2.05 ,Murphy Usa #8540,-79.75878384,36.0761132
3588," 10306 N Main St High Point, NC",$2.05 ,Archdale Shell,-80.03164694,35.99479042
3589," 10206 S Main St High Point, NC",$2.06 ,Sheetz #472,-79.98548715,35.92641672
3590," 802 Westchester Dr High Point, NC",$2.06 ,Sheetz #538,-79.96050859,35.90691617
3591," 2201 N Main St High Point, NC",$2.06 ,Speedway #6952,-79.94610842,35.89947773
3592," 3350 North Main St High Point, NC",$2.06 ,Sheetz #571,-80.03380435,35.97410103
3593," 801 W Fairfield Rd High Point, NC",$2.06 ,Speedway #6954,-80.02377843,35.98397427
3594," 2312 Westchester Dr High Point, NC",$2.06 ,Sams Mart #107,-80.03842336,36.00440607
3595," 3030 N Main St High Point, NC",$2.06 ,Speedway #6953,-80.0005913,35.9207429
3596," 4418 Lawndale Dr Greensboro, NC",$2.20 ,Sams Food Store,-80.03468316,35.93795666
3597," 3901 N Church St Greensboro, NC",$2.47 ,Great Stops #6,-80.03579974,36.00039081
3598," 3800 Lawndale Dr Greensboro, NC",$2.16 ,Speedway #7935,-79.90709801,36.12615773
3599," 3750 Battleground Ave Greensboro, NC",$2.45 ,Quicksnack,-79.90455015,36.12575678
3600," 3701 Battleground Ave Greensboro, NC",$2.16 ,Circle K,-79.90354663,36.1632182
3601," 3931 Battleground Ave Greensboro, NC",$2.16 ,Family Fare #112,-79.95319021,36.08443278
3602," 2834 Battleground Ave Greensboro, NC",$2.16 ,Speedway #7938,-79.93079797,36.08076602
3603," 2750 N Church St Greensboro, NC",$2.48 ,Family Fare #172,-79.95653179,36.08202712
3604," 5900 N Church St Greensboro, NC",$2.30 ,Gunter Citgo,-79.87949045,36.11389943
3605," 3500 Summit Ave Greensboro, NC",$2.17 ,Jays Grocery,-79.95783369,36.07843728
3606," 2726 N Main St High Point, NC",$2.05 ,Murphy Usa #7500,-79.87490801,36.11696173
3607," 2700 S Main St High Point, NC",$2.05 ,Murphy Usa #8540,-79.99615411,36.09547039
3608," 10306 N Main St High Point, NC",$2.05 ,Archdale Shell,-80.21376858,36.11005937
3609," 10206 S Main St High Point, NC",$2.06 ,Sheetz #472,-80.03164694,35.99479042
3610," 802 Westchester Dr High Point, NC",$2.06 ,Sheetz #538,-79.98548715,35.92641672
3611," 2201 N Main St High Point, NC",$2.06 ,Speedway #6952,-79.96050859,35.90691617
3612," 3350 North Main St High Point, NC",$2.06 ,Sheetz #571,-79.94610842,35.89947773
3613," 801 W Fairfield Rd High Point, NC",$2.06 ,Speedway #6954,-80.03380435,35.97410103
3614," 3030 N Main St High Point, NC",$2.06 ,Speedway #6953,-80.02377843,35.98397427
3615," 2907 N Main St High Point, NC",$2.06 ,Raceway #6742,-80.03842336,36.00440607
3616," 4700 W Market St Greensboro, NC",$2.14 ,Family Fare,-80.0005913,35.9207429
3617," 3700 Spring Garden St Greensboro, NC",$2.56 ,Pop Shoppe #183,-80.03468316,35.93795666
3618," 4319 W Wendover Ave Greensboro, NC",$2.16 ,Sheetz #356,-79.80627585,36.08619507
3619," 3941 West Market St Greensboro, NC",$2.16 ,Sheetz #484,-79.81454647,36.06241352
3620," 1710 Stanley Rd Greensboro, NC",$2.56 ,The Pop Shoppe #187,-79.81709783,36.06427721
3621," 5412 W Market St Greensboro, NC",$2.14 ,Great Stops #5,-79.81556398,36.0611023
3622," 4418 W Wendover Ave Greensboro, NC",$2.64 ,Sams Club #6402,-79.81631342,36.06192633
3623," 2814 Patterson St Greensboro, NC",$2.16 ,Family Fare #372,-79.77070259,36.08513327
3624," 4200 High Point Rd Greensboro, NC",$2.30 ,Family Fare,-79.77394278,36.08916135
3625," 4302 High Point Rd Greensboro, NC",$2.30 ,Shell,-79.7740873,36.08890028
3626," 2602 New Walkertown Rd Winston Salem, NC",$2.04 ,Four Brothers #209,-79.78804457,36.10162324
3627," 2726 N Main St High Point, NC",$2.05 ,Murphy Usa #7500,-79.75878384,36.0761132
3628," 2700 S Main St High Point, NC",$2.05 ,Murphy Usa #8540,-80.03164694,35.99479042
3629," 10306 N Main St High Point, NC",$2.05 ,Archdale Shell,-79.98548715,35.92641672
3630," 10206 S Main St High Point, NC",$2.06 ,Sheetz #472,-79.96050859,35.90691617
3631," 802 Westchester Dr High Point, NC",$2.06 ,Sheetz #538,-79.94610842,35.89947773
3632," 2201 N Main St High Point, NC",$2.06 ,Speedway #6952,-80.03380435,35.97410103
3633," 3350 North Main St High Point, NC",$2.06 ,Sheetz #571,-80.02377843,35.98397427
3634," 801 W Fairfield Rd High Point, NC",$2.06 ,Speedway #6954,-80.03842336,36.00440607
3635," 2312 Westchester Dr High Point, NC",$2.06 ,Sams Mart #107,-80.0005913,35.9207429
3636," 1300 Battleground Ave Greensboro, NC",$2.16 ,Sheetz #509,-80.03468316,35.93795666
3637," 1411 W Lee St Greensboro, NC",$2.16 ,Great Stops #4,-80.03579974,36.00039081
3638," 1614 Spring Garden St Greensboro, NC",$2.80 ,Shell,-79.80627585,36.08619507
3639," 822 S Aycock St Ste A Greensboro, NC",$3.00 ,Aycock Market,-79.81454647,36.06241352
3640," 1550 W Lee St Greensboro, NC",$2.16 ,Circle K,-79.81709783,36.06427721
3641," 1200 E Bessemer Ave Greensboro, NC",$2.70 ,Kwik Trip,-79.81556398,36.0611023
3642," 1103 Summit Ave Greensboro, NC",$2.76 ,The Pop Shoppe #144,-79.81631342,36.06192633
3643," 1100 Summit Ave Greensboro, NC",$2.46 ,Great Stops,-79.77070259,36.08513327
3644," 2009 N Elm St Greensboro, NC",$2.66 ,Erving Park Bp,-79.77394278,36.08916135
3645," 2300 E Market St Greensboro, NC",$2.19 ,Family Fare #217,-79.7740873,36.08890028
3646," 2726 N Main St High Point, NC",$2.05 ,Murphy Usa #7500,-79.78804457,36.10162324
3647," 2700 S Main St High Point, NC",$2.05 ,Murphy Usa #8540,-79.75878384,36.0761132
3648," 10306 N Main St High Point, NC",$2.05 ,Archdale Shell,-80.03164694,35.99479042
3649," 10206 S Main St High Point, NC",$2.06 ,Sheetz #472,-79.98548715,35.92641672
3650," 802 Westchester Dr High Point, NC",$2.06 ,Sheetz #538,-79.96050859,35.90691617
3651," 2201 N Main St High Point, NC",$2.06 ,Speedway #6952,-79.94610842,35.89947773
3652," 3350 North Main St High Point, NC",$2.06 ,Sheetz #571,-80.03380435,35.97410103
3653," 801 W Fairfield Rd High Point, NC",$2.06 ,Speedway #6954,-80.02377843,35.98397427
3654," 2312 Westchester Dr High Point, NC",$2.06 ,Sams Mart #107,-80.03842336,36.00440607
3655," 3030 N Main St High Point, NC",$2.06 ,Speedway #6953,-80.0005913,35.9207429
3656," 1300 Battleground Ave Greensboro, NC",$2.16 ,Sheetz #509,-80.03468316,35.93795666
3657," 1411 W Lee St Greensboro, NC",$2.16 ,Great Stops #4,-80.03579974,36.00039081
3658," 1614 Spring Garden St Greensboro, NC",$2.80 ,Shell,-79.80627585,36.08619507
3659," 822 S Aycock St Ste A Greensboro, NC",$3.00 ,Aycock Market,-79.81454647,36.06241352
3660," 1550 W Lee St Greensboro, NC",$2.16 ,Circle K,-79.81709783,36.06427721
3661," 1200 E Bessemer Ave Greensboro, NC",$2.70 ,Kwik Trip,-79.81556398,36.0611023
3662," 1103 Summit Ave Greensboro, NC",$2.76 ,The Pop Shoppe #144,-79.81631342,36.06192633
3663," 1100 Summit Ave Greensboro, NC",$2.46 ,Great Stops,-79.77070259,36.08513327
3664," 2009 N Elm St Greensboro, NC",$2.66 ,Erving Park Bp,-79.77394278,36.08916135
3665," 2300 E Market St Greensboro, NC",$2.19 ,Family Fare #217,-79.7740873,36.08890028
3666," 2726 N Main St High Point, NC",$2.05 ,Murphy Usa #7500,-79.78804457,36.10162324
3667," 2700 S Main St High Point, NC",$2.05 ,Murphy Usa #8540,-79.75878384,36.0761132
3668," 10306 N Main St High Point, NC",$2.05 ,Archdale Shell,-80.03164694,35.99479042
3669," 10206 S Main St High Point, NC",$2.06 ,Sheetz #472,-79.98548715,35.92641672
3670," 802 Westchester Dr High Point, NC",$2.06 ,Sheetz #538,-79.96050859,35.90691617
3671," 2201 N Main St High Point, NC",$2.06 ,Speedway #6952,-79.94610842,35.89947773
3672," 3350 North Main St High Point, NC",$2.06 ,Sheetz #571,-80.03380435,35.97410103
3673," 801 W Fairfield Rd High Point, NC",$2.06 ,Speedway #6954,-80.02377843,35.98397427
3674," 2312 Westchester Dr High Point, NC",$2.06 ,Sams Mart #107,-80.03842336,36.00440607
3675," 3030 N Main St High Point, NC",$2.06 ,Speedway #6953,-80.0005913,35.9207429
3676," 1300 Battleground Ave Greensboro, NC",$2.16 ,Sheetz #509,-80.03468316,35.93795666
3677," 1411 W Lee St Greensboro, NC",$2.16 ,Great Stops #4,-80.03579974,36.00039081
3678," 1614 Spring Garden St Greensboro, NC",$2.80 ,Shell,-79.80627585,36.08619507
3679," 822 S Aycock St Ste A Greensboro, NC",$3.00 ,Aycock Market,-79.81454647,36.06241352
3680," 1550 W Lee St Greensboro, NC",$2.16 ,Circle K,-79.81709783,36.06427721
3681," 1200 E Bessemer Ave Greensboro, NC",$2.70 ,Kwik Trip,-79.81556398,36.0611023
3682," 1103 Summit Ave Greensboro, NC",$2.76 ,The Pop Shoppe #144,-79.81631342,36.06192633
3683," 1100 Summit Ave Greensboro, NC",$2.46 ,Great Stops,-79.77070259,36.08513327
3684," 2009 N Elm St Greensboro, NC",$2.66 ,Erving Park Bp,-79.77394278,36.08916135
3685," 2300 E Market St Greensboro, NC",$2.19 ,Family Fare #217,-79.7740873,36.08890028
3686," 2726 N Main St High Point, NC",$2.05 ,Murphy Usa #7500,-79.78804457,36.10162324
3687," 2700 S Main St High Point, NC",$2.05 ,Murphy Usa #8540,-79.75878384,36.0761132
3688," 10306 N Main St High Point, NC",$2.05 ,Archdale Shell,-80.03164694,35.99479042
3689," 10206 S Main St High Point, NC",$2.06 ,Sheetz #472,-79.98548715,35.92641672
3690," 802 Westchester Dr High Point, NC",$2.06 ,Sheetz #538,-79.96050859,35.90691617
3691," 2201 N Main St High Point, NC",$2.06 ,Speedway #6952,-79.94610842,35.89947773
3692," 3350 North Main St High Point, NC",$2.06 ,Sheetz #571,-80.03380435,35.97410103
3693," 801 W Fairfield Rd High Point, NC",$2.06 ,Speedway #6954,-80.02377843,35.98397427
3694," 2312 Westchester Dr High Point, NC",$2.06 ,Sams Mart #107,-80.03842336,36.00440607
3695," 3030 N Main St High Point, NC",$2.06 ,Speedway #6953,-80.0005913,35.9207429
3696," 300 N Raleigh St Angier, NC",$2.09 ,T Mart #4,-80.03468316,35.93795666
3697," 2525 Johnston County Rd Angier, NC",$2.70 ,Harnett Mart,-80.03579974,36.00039081
3698," 8385 S Nc 55 Hwy Willow Spring, NC",$2.11 ,Quality Plus,-79.83234651,36.13385141
3699," 338 Mckinley Street Coats, NC",$2.25 ,Speedway #7932,-79.78974392,36.13440737
3700," 46 E Stewart St Coats, NC",$2.25 ,Bp,-79.83021008,36.11989298
3701," 386 S Mckinley St Coats, NC",$2.29 ,Sonnys Mini Mart,-79.8584579,36.13429102
3702," 13433 Nc Highway 210 Benson, NC",$2.30 ,Sheetz #479,-79.85479002,36.13054829
3703," 1133 Old Honeycutt Rd Fuquay Varina, NC",$2.44 ,Willow Creek Exxon,-79.86861122,36.14550933
3704," 254 E Cornelius Harnett Blvd Lillington, NC",$2.16 ,Quality Plus #129,-79.83198053,36.1121923
3705," 41 E Cornelius Harnett Blvd Lillington, NC",$2.16 ,Circle K #3053,-79.78214114,36.11615512
3706," 5502 Cornwallis Road Garner, NC",$2.07 ,Sheetz #554,-79.7875364,36.21853094
3707," 732 N Judd Pkwy E Fuquay Varina, NC",$2.07 ,Murphy Express #8644,-79.76270703,36.12553883
3708," 12889 Us Highway 70 W Clayton, NC",$2.08 ,Murphy Usa #6938,-80.03164694,35.99479042
3709," 11590 Us Highway 70 W Clayton, NC",$2.08 ,T Mart Clayton,-79.98548715,35.92641672
3710," 1900 Us Highway 70 E Garner, NC",$2.08 ,Circle K #3479,-79.96050859,35.90691617
3711," 2808 Us Highway 70 E Clayton, NC",$2.08 ,Speedway #6959,-79.94610842,35.89947773
3712," 4993 Nc Highway 42 W Garner, NC",$2.08 ,Murphy Express #8549,-80.03380435,35.97410103
3713," 11693 Us 70 Hwy W Clayton, NC",$2.08 ,Speedway #6988,-80.02377843,35.98397427
3714," 300 N Raleigh St Angier, NC",$2.09 ,T Mart #4,-80.03842336,36.00440607
3715," 531 Nc Highway 42 W Clayton, NC",$2.09 ,Ballpark #46,-80.0005913,35.9207429
3716," 601 W Williams St Apex, NC",$2.46 ,A And K Food Mart #2,-80.03579974,36.00039081
3717," 321 S Salem St Apex, NC",$2.17 ,Racing Mart,-80.032964,35.99621121
3718," 302 E Williams St Apex, NC",$2.45 ,Kangaroo Express,-79.86906781,36.06964682
3719," 314 E Williams St Apex, NC",$2.65 ,Crown,-79.85569797,36.06095777
3720," 1410 W Williams St Apex, NC",$2.47 ,Kangaroo Express,-79.88933994,36.05727468
3721," 705 E Williams St Apex, NC",$2.70 ,Kangaroo Express,-79.8548485,36.0688638
3722," 3211 Apex Pkwy Apex, NC",$2.13 ,Murphy Usa,-79.89020476,36.05176287
3723," 8321 Jenks Rd Apex, NC",$2.22 ,C Mini Mart #139,-79.88733522,36.07374484
3724," 1305 E Williams St Apex, NC",$2.49 ,A And K Food Mart #1,-79.89971578,36.05571641
3725," 1414 E Williams St Apex, NC",$2.47 ,Circle K #3302,-79.84237476,36.05715813
3726," 1019 Morrisville Pkwy Morrisville, NC",$2.00 ,Sheetz #600,-79.86189861,36.03696759
3727," 732 N Judd Pkwy E Fuquay Varina, NC",$2.07 ,Murphy Express #8644,-79.86442549,36.03538479
3728," 1900 Us Highway 70 E Garner, NC",$2.08 ,Circle K #3479,-80.21376858,36.11005937
3729," 4993 Nc Highway 42 W Garner, NC",$2.08 ,Murphy Express #8549,-80.03164694,35.99479042
3730," 300 N Raleigh St Angier, NC",$2.09 ,T Mart #4,-79.98548715,35.92641672
3731," 4520 Fayetteville Rd Raleigh, NC",$2.09 ,Murphy Express #8724,-79.96050859,35.90691617
3732," 16311 Nc 50 Hwy N Garner, NC",$2.09 ,Sheetz #589,-79.94610842,35.89947773
3733," 100 Broad St Fuquay Varina, NC",$2.09 ,Speedway #8291,-80.03380435,35.97410103
3734," 802 Purser Dr Raleigh, NC",$2.10 ,Resco 1,-80.02377843,35.98397427
3735," 2570 S Wilmington St Raleigh, NC",$2.10 ,Family Fare #420,-80.03842336,36.00440607
3736," 7723 Guess Rd Hillsborough, NC",$2.20 ,Citgo,-80.0005913,35.9207429
3737," 12919 Roxboro Rd Rougemont, NC",$2.84 ,Village Bp,-80.03468316,35.93795666
3738," 13210 Us Highway 501 Rougemont, NC",$2.18 ,Shell,-79.80627585,36.08619507
3739," 5292 N Roxboro Rd Durham, NC",$2.60 ,Family Fare #240,-79.81454647,36.06241352
3740," 5100 Guess Rd Durham, NC",$2.90 ,Mobil,-79.81709783,36.06427721
3741," 5116 N Roxboro St Durham, NC",$2.20 ,Kroger Fuel Center #3337,-79.81556398,36.0611023
3742," 11029 Durham Rd Timberlake, NC",$2.20 ,County Line,-79.81631342,36.06192633
3743," 4604 N Roxboro St Durham, NC",$2.47 ,Kangaroo Express,-79.77070259,36.08513327
3744," 3828 Guess Rd Durham, NC",$2.20 ,Bp,-79.77394278,36.08916135
3745," 110 Central Ave Butner, NC",$2.30 ,Family Fare,-79.7740873,36.08890028
3746," 915 N Madison Blvd Roxboro, NC",$2.09 ,Sheetz #539,-79.78804457,36.10162324
3747," 3414 Hillsborough Rd Durham, NC",$2.10 ,Sheetz #570,-79.75878384,36.0761132
3748," 1051 Durham Rd Roxboro, NC",$2.11 ,Murphy Usa #6858,-80.03164694,35.99479042
3749," 3326 Durham Rd Roxboro, NC",$2.13 ,Fas  Mart #105,-79.98548715,35.92641672
3750," 207 N Madison Blvd Roxboro, NC",$2.13 ,Quality Mart #14,-79.96050859,35.90691617
3751," 320 Hillsboro St Oxford, NC",$2.15 ,Woodys Bp,-79.94610842,35.89947773
3752," 3457 Hillsborough Rd Durham, NC",$2.16 ,Kroger Fuel Center,-80.03380435,35.97410103
3753," 2616 Nc Highway 56 Creedmoor, NC",$2.16 ,Corner Grocery,-80.02377843,35.98397427
3754," 101 S Main St Creedmoor, NC",$2.16 ,Family Fare,-80.03842336,36.00440607
3755," 3511 Hillsborough Rd Durham, NC",$2.16 ,Family Fare #455,-80.0005913,35.9207429
3756," 1108 Nc Highway 242 N Benson, NC",$2.95 ,Bp,-80.03468316,35.93795666
3757," 903 E Main St Benson, NC",$2.18 ,Benson Mart,-80.03579974,36.00039081
3758," 904 E Main St Benson, NC",$2.18 ,Short Stop #22,-79.80627585,36.08619507
3759," 3948 Hodges Chapel Rd Dunn, NC",$2.20 ,Loves Travel Stops #412,-79.81454647,36.06241352
3760," 5989 Stricklands Crossroads Rd Four Oaks, NC",$2.30 ,Blackmons Crossroads,-79.81709783,36.06427721
3761," 6255 Hwy 301 S Four Oaks, NC",$2.20 ,Dunns Gas And Grocery,-79.81556398,36.0611023
3762," 6127 Us Highway 301 S Four Oaks, NC",$2.20 ,Speedway #8682,-79.81631342,36.06192633
3763," 65 Sadler Rd Dunn, NC",$2.26 ,Pilot Travel Centers #900,-79.77070259,36.08513327
3764," 9891 Nc Highway 210 Four Oaks, NC",$2.26 ,Safeway Discount,-79.77394278,36.08916135
3765," 11960 Nc Highway 210 Benson, NC",$2.25 ,Family Fare #22,-79.7740873,36.08890028
3766," 5502 Cornwallis Road Garner, NC",$2.07 ,Sheetz #554,-79.78804457,36.10162324
3767," 732 N Judd Pkwy E Fuquay Varina, NC",$2.07 ,Murphy Express #8644,-79.75878384,36.0761132
3768," 12889 Us Highway 70 W Clayton, NC",$2.08 ,Murphy Usa #6938,-80.03164694,35.99479042
3769," 11590 Us Highway 70 W Clayton, NC",$2.08 ,T Mart Clayton,-79.98548715,35.92641672
3770," 1900 Us Highway 70 E Garner, NC",$2.08 ,Circle K #3479,-79.96050859,35.90691617
3771," 2808 Us Highway 70 E Clayton, NC",$2.08 ,Speedway #6959,-79.94610842,35.89947773
3772," 4993 Nc Highway 42 W Garner, NC",$2.08 ,Murphy Express #8549,-80.03380435,35.97410103
3773," 11693 Us 70 Hwy W Clayton, NC",$2.08 ,Speedway #6988,-80.02377843,35.98397427
3774," 300 N Raleigh St Angier, NC",$2.09 ,T Mart #4,-80.03842336,36.00440607
3775," 531 Nc Highway 42 W Clayton, NC",$2.09 ,Ballpark #46,-80.0005913,35.9207429
3776," 4470 Nc Highway 87 S Sanford, NC",$2.12 ,Kangaroo Express,-80.03468316,35.93795666
3777," 4836 Nc Highway 87 N Sanford, NC",$2.07 ,Quality Plus,-80.03579974,36.00039081
3778," 3288 Nc Hwy 87 S Sanford, NC",$2.11 ,Murphy Express #8560,-79.80627585,36.08619507
3779," 3209 Lee Ave Sanford, NC",$2.15 ,Fastee Mart,-79.81454647,36.06241352
3780," 2800 S Horner Blvd Sanford, NC",$2.38 ,Save More #204,-79.81709783,36.06427721
3781," 902 Broadway Rd Sanford, NC",$2.16 ,Quik Mart,-79.81556398,36.0611023
3782," 2224 S Horner Blvd Sanford, NC",$2.13 ,Speedway #7931,-79.81631342,36.06192633
3783," 2062 S Horner Blvd Sanford, NC",$2.40 ,Kangaroo Express,-79.77070259,36.08513327
3784," 812 S Horner Blvd Sanford, NC",$2.14 ,Kangaroo Express,-79.77394278,36.08916135
3785," 429 E Weatherspoon St Sanford, NC",$2.43 ,Kangaroo Express,-79.7740873,36.08890028
3786," 2240 N Bragg Blvd Spring Lake, NC",$2.07 ,Spring Lake Quality,-79.78804457,36.10162324
3787," 4836 Nc Highway 87 N Sanford, NC",$2.07 ,Quality Plus,-79.75878384,36.0761132
3788," 1886 N Bragg Blvd Spring Lake, NC",$2.07 ,Kangaroo Express,-80.03164694,35.99479042
3789," 2531 Nc Highway 87 S Cameron, NC",$2.07 ,Circle K #3998,-79.98548715,35.92641672
3790," 732 N Judd Pkwy E Fuquay Varina, NC",$2.07 ,Murphy Express #8644,-79.96050859,35.90691617
3791," 300 N Raleigh St Angier, NC",$2.09 ,T Mart #4,-79.94610842,35.89947773
3792," 3384 Us Highway 1 Vass, NC",$2.09 ,Circle K #3056,-80.03380435,35.97410103
3793," 100 Broad St Fuquay Varina, NC",$2.09 ,Speedway #8291,-80.02377843,35.98397427
3794," 101 Dickens Rd Fuquay Varina, NC",$2.10 ,The Farm House,-80.03842336,36.00440607
3795," 7805 Ramsey St Linden, NC",$2.10 ,Marathon,-80.0005913,35.9207429
3796," 338 Mckinley Street Coats, NC",$2.25 ,Speedway #7932,-80.03468316,35.93795666
3797," 46 E Stewart St Coats, NC",$2.25 ,Bp,-80.03579974,36.00039081
3798," 386 S Mckinley St Coats, NC",$2.29 ,Sonnys Mini Mart,-78.74067732,35.5115007
3799," 41 E Cornelius Harnett Blvd Lillington, NC",$2.16 ,Circle K #3053,-78.65000695,35.47190402
3800," 1126 N Main St Lillington, NC",$2.16 ,Speedway #7930,-78.75640786,35.55244222
3801," 304 W Front St Lillington, NC",$2.16 ,Community Mart,-78.67278872,35.41289427
3802," 1307 S Main St Lillington, NC",$2.18 ,Sunoco,-78.67242206,35.41249384
3803," 2525 Johnston County Rd Angier, NC",$2.70 ,Harnett Mart,-78.67226398,35.40224473
3804," 101 S Raleigh St Angier, NC",$2.11 ,Speedway #8232,-78.56122549,35.51654943
3805," 300 N Raleigh St Angier, NC",$2.09 ,T Mart #4,-78.75761019,35.58291761
3806," 5502 Cornwallis Road Garner, NC",$2.07 ,Sheetz #554,-78.79964283,35.41605514
3807," 732 N Judd Pkwy E Fuquay Varina, NC",$2.07 ,Murphy Express #8644,-78.80304619,35.41786522
3808," 4993 Nc Highway 42 W Garner, NC",$2.08 ,Murphy Express #8549,-78.53552575,35.61740657
3809," 300 N Raleigh St Angier, NC",$2.09 ,T Mart #4,-78.77965549,35.59427152
3810," 16311 Nc 50 Hwy N Garner, NC",$2.09 ,Sheetz #589,-78.49696384,35.66515492
3811," 100 Broad St Fuquay Varina, NC",$2.09 ,Speedway #8291,-78.47276448,35.65339049
3812," 7900 Fayetteville Rd Raleigh, NC",$2.10 ,Sheetz #507,-78.54996919,35.68744384
3813," 9915 Fayetteville Rd Raleigh, NC",$2.10 ,Sheetz #513,-78.51992173,35.67564514
3814," 101 Dickens Rd Fuquay Varina, NC",$2.10 ,The Farm House,-78.555614,35.6111031
3815," 7805 Ramsey St Linden, NC",$2.10 ,Marathon,-78.47630533,35.65565339
3816," 6632 Us Highway 15 Oxford, NC",$2.25 ,Danneys Store,-78.74067732,35.5115007
3817," 3901 Outer Loop Road Oxford, NC",$2.81 ,Rose Mart #15,-78.4729784,35.64139671
3818," 2840 Hwy 158 Henderson, NC",$2.96 ,Shell,-78.86313412,35.73640092
3819," 2056 Us Highway 158 Oxford, NC",$2.20 ,Ballpark #51,-78.85388561,35.72748226
3820," 10 Ruin Creek Rd Henderson, NC",$2.25 ,Dabney Convenience,-78.85108017,35.72607429
3821," 320 Hillsboro St Oxford, NC",$2.15 ,Woodys Bp,-78.85055918,35.72589363
3822," 619 Ruin Creek Rd Henderson, NC",$2.30 ,Sheetz #471,-78.87702728,35.75182326
3823," 1022 Ruin Creek Rd Henderson, NC",$2.25 ,Rose Mart #204,-78.84557885,35.72329216
3824," 1202 W Andrews Ave Henderson, NC",$2.60 ,Annas Quick Stop,-78.85318714,35.73262251
3825," 821 Linden Ave Oxford, NC",$2.20 ,Speedway #8281,-78.91540831,35.74552005
3826," 320 Hillsboro St Oxford, NC",$2.15 ,Woodys Bp,-78.84096217,35.71581526
3827," 6046 Bill Tuck Hwy South Boston, VA",$2.16 ,Exxon,-78.83884906,35.71168578
3828," 1015 Lewis St Oxford, NC",$2.18 ,Murphy Express #8574,-78.82105952,35.8094927
3829," 2056 Us Highway 158 Oxford, NC",$2.20 ,Ballpark #51,-78.77965549,35.59427152
3830," 821 Linden Ave Oxford, NC",$2.20 ,Speedway #8281,-78.54996919,35.68744384
3831," 6632 Us Highway 15 Oxford, NC",$2.25 ,Danneys Store,-78.555614,35.6111031
3832," 10 Ruin Creek Rd Henderson, NC",$2.25 ,Dabney Convenience,-78.74067732,35.5115007
3833," 2101 N Garnett St Henderson, NC",$2.25 ,Rose Mart #1,-78.65479963,35.71836545
3834," 929 S Garnett St Henderson, NC",$2.25 ,Speedway #8216,-78.59922218,35.59361499
3835," 585 Bearpond Rd Henderson, NC",$2.25 ,On The Mark,-78.80144533,35.59955479
3836," 280 Main St Bunn, NC",$2.48 ,Jims Bp Variety,-78.65619128,35.7172174
3837," 3887 Nc 39 Hwy S Louisburg, NC",$2.30 ,Jeffereys Development,-78.6436886,35.74858541
3838," 4650 Old Us Highway 64 E Zebulon, NC",$2.20 ,Privettes Grocery And Grill,-78.95466698,36.14172576
3839," 1329 Tant Rd Spring Hope, NC",$2.20 ,Foy Mart,-78.92595143,36.21758095
3840," 2981 Pilot Riley Rd Zebulon, NC",$2.19 ,County Line Grocery,-78.92830373,36.22306622
3841," 3776 Us Hwy 401 Louisburg, NC",$2.91 ,Valero,-78.90985803,36.07687896
3842," 109 E Nash St Spring Hope, NC",$2.46 ,L&l Food Store #05,-78.93149267,36.08320664
3843," 100 N Louisburg Rd Spring Hope, NC",$2.12 ,Fresh Fair,-78.90740469,36.06833707
3844," 1406 N Arendell Ave Zebulon, NC",$2.20 ,Sheetz #416,-78.93680634,36.24660048
3845," 1301 N Arendell Ave Zebulon, NC",$2.80 ,Valero,-78.90314689,36.05945073
3846," 11460 Royall Cotton Rd Wake Forest, NC",$1.99 ,Sam's Club #6976,-78.92892405,36.05971739
3847," 2120 S Main St Wake Forest, NC",$2.00 ,Murphy Usa #7085,-78.75517696,36.13076923
3848," 406 Shepard School Rd Zebulon, NC",$2.10 ,Resco Mart,-78.97660698,36.40753738
3849," 4101 Mitchell Mill Rd Raleigh, NC",$2.12 ,Mitchell Mill Garden And Grocery,-78.94608982,36.01929693
3850," 108 S Bickett Blvd Louisburg, NC",$2.12 ,Sheetz #485,-78.98279236,36.37705278
3851," 100 N Louisburg Rd Spring Hope, NC",$2.12 ,Fresh Fair,-78.98233442,36.34795996
3852," 603 W Gannon Ave Zebulon, NC",$2.14 ,Zebulon Bp,-78.98434496,36.39656505
3853," 801 E Gannon Ave Zebulon, NC",$2.14 ,Murphy Express #8506,-78.59377244,36.30933089
3854," 1151 Eastern Ave Nashville, NC",$2.14 ,Murphy Express #8502,-78.94782068,36.01999233
3855," 800 Retail Way Louisburg, NC",$2.15 ,Murphy Express #8570,-78.63926038,36.12686866
3856," 2572 W Lyon Station Rd Creedmoor, NC",$2.27 ,Rose Mart #2,-78.6867574,36.11776705
3857," 1545 Nc Highway 56 Creedmoor, NC",$2.26 ,Speedway #8228,-78.9505608,36.02116412
3858," 1555 Nc Highway 56 Creedmoor, NC",$2.26 ,Ballpark #52,-78.54328719,35.38927001
3859," 101 S Main St Creedmoor, NC",$2.16 ,Family Fare,-78.53827539,35.37569504
3860," 100 Brogden Rd Stem, NC",$2.60 ,Bp,-78.5385458,35.37578595
3861," 2616 Nc Highway 56 Creedmoor, NC",$2.16 ,Corner Grocery,-78.55637031,35.3400367
3862," 3834 Cheek Rd Durham, NC",$2.26 ,Popes Minimart,-78.43375732,35.36866337
3863," 20 Moriah Rd Rougemont, NC",$2.36 ,Magnums Store,-78.44309992,35.43690046
3864," 5292 N Roxboro Rd Durham, NC",$2.60 ,Family Fare #240,-78.42340039,35.44628442
